id,gpa,gre,college_prep,major_applied,num_ext_act,num_ap_passed,essay_score,num_letter_rec,fasfa_status,admission
1616,3.59,305,Yes,Social Sciences,5,5,6,2,In Progress,Rejected
1617,3.13,308,Yes,Life Sciences,1,2,9,3,Completed,Accepted
1618,2.55,305,Yes,Social Sciences,2,1,9,1,Completed,Accepted
1619,3.03,283,Yes,Business,5,8,6,2,In Progress,Rejected
1620,3.07,296,Yes,Social Sciences,5,3,3,2,Completed,Accepted
1621,3.43,292,Yes,Social Sciences,4,5,8,1,In Progress,Accepted
1622,2.99,312,No,Arts,1,7,9,3,In Progress,Accepted
1623,2.58,300,Yes,Life Sciences,2,4,4,1,Not Started,Accepted
1624,3.42,294,Yes,Information Systems,5,1,7,3,In Progress,Rejected
1625,3.72,292,Yes,Social Sciences,1,1,10,3,Completed,Accepted
1626,3.63,303,Yes,Social Sciences,4,3,6,2,In Progress,Accepted
1627,3.66,333,Yes,Information Systems,2,0,7,1,In Progress,Accepted
1628,3.26,308,No,Arts,4,1,8,3,Completed,Accepted
1629,2.99,306,Yes,Life Sciences,3,8,7,2,In Progress,Accepted
1630,2.72,280,Yes,Social Sciences,3,6,3,3,Completed,Accepted
1631,3.49,320,Yes,Social Sciences,2,1,7,2,In Progress,Accepted
1632,3.45,292,Yes,Life Sciences,4,0,8,1,Completed,Accepted
1633,3.1,313,Yes,Social Sciences,1,7,7,2,Not Started,Accepted
1634,3.26,306,Yes,Social Sciences,1,0,9,2,Not Started,Rejected
1635,3.1,280,Yes,Life Sciences,1,1,5,3,Not Started,Accepted
1636,3.7,263,Yes,Business,0,2,4,2,In Progress,Accepted
1637,2.96,278,Yes,Communications,0,8,4,2,In Progress,Accepted
1638,2.79,314,Yes,History,0,5,5,1,In Progress,Accepted
1639,2.78,303,Yes,Communications,0,2,7,3,Completed,Accepted
1640,2.64,279,Yes,History,2,2,3,2,Completed,Accepted
1641,3.3,326,Yes,Business,1,0,9,2,In Progress,Accepted
1642,2.8,317,Yes,Social Sciences,2,3,5,3,Completed,Rejected
1643,3.0,310,Yes,Social Sciences,4,6,5,1,Completed,Accepted
1644,3.18,324,Yes,Social Sciences,1,2,10,3,Completed,Accepted
1645,2.68,300,Yes,Life Sciences,3,0,3,2,In Progress,Accepted
1646,3.75,292,Yes,History,0,4,5,3,Completed,Accepted
1647,2.9,290,Yes,Life Sciences,4,0,4,2,Completed,Accepted
1648,2.97,295,Yes,Engineering,3,6,4,1,Completed,Rejected
1649,2.71,288,Yes,Social Sciences,3,1,8,2,Not Started,Accepted
1650,3.86,313,Yes,Life Sciences,1,1,7,3,Completed,Accepted
1651,3.56,274,Yes,Social Sciences,0,2,4,3,In Progress,Rejected
1652,3.07,288,Yes,Language,4,1,9,3,Completed,Accepted
1653,3.14,300,Yes,Engineering,5,1,10,2,In Progress,Accepted
1654,3.07,299,Yes,Language,3,7,6,3,Not Started,Accepted
1655,3.87,328,No,Business,0,4,6,2,In Progress,Accepted
1656,2.74,297,Yes,Social Sciences,1,7,5,2,In Progress,Rejected
1657,2.63,304,No,Information Systems,4,5,10,3,Not Started,Accepted
1658,2.54,331,Yes,Engineering,5,8,9,2,Completed,Accepted
1659,3.53,339,Yes,Business,0,8,5,1,In Progress,Accepted
1660,2.65,285,Yes,Life Sciences,2,0,10,2,Not Started,Accepted
1661,3.76,285,Yes,Communications,2,3,5,1,In Progress,Accepted
1662,2.84,281,Yes,Social Sciences,4,3,10,2,Completed,Accepted
1663,3.26,298,No,Information Systems,1,6,5,3,Completed,Accepted
1664,3.48,305,Yes,History,2,4,7,3,In Progress,Rejected
1665,2.87,302,Yes,Information Systems,2,5,6,2,In Progress,Rejected
1666,3.57,285,Yes,Social Sciences,4,0,9,3,Completed,Rejected
1667,2.88,301,Yes,Social Sciences,3,5,8,1,In Progress,Rejected
1668,2.5,313,Yes,Social Sciences,2,1,8,3,In Progress,Accepted
1669,3.1,323,Yes,Social Sciences,2,6,4,1,In Progress,Accepted
1670,3.32,293,Yes,Communications,4,3,4,3,In Progress,Rejected
1671,3.91,311,Yes,Information Systems,3,7,6,3,In Progress,Rejected
1672,2.85,290,Yes,Social Sciences,1,3,4,1,Completed,Rejected
1673,2.81,324,Yes,Social Sciences,3,2,5,2,Completed,Rejected
1674,3.49,305,Yes,Engineering,1,2,6,2,In Progress,Accepted
1675,2.98,317,No,Life Sciences,4,0,9,1,Not Started,Rejected
1676,3.72,325,Yes,Social Sciences,4,0,6,1,Completed,Rejected
1677,3.91,301,Yes,Social Sciences,3,4,9,3,In Progress,Rejected
1678,3.39,314,Yes,Life Sciences,1,3,8,3,Completed,Accepted
1679,3.08,354,Yes,Business,0,4,5,3,Completed,Accepted
1680,3.35,307,Yes,Social Sciences,1,1,5,3,Completed,Accepted
1681,3.82,322,Yes,Arts,3,3,6,1,Completed,Accepted
1682,3.7,298,Yes,Social Sciences,4,0,4,2,Not Started,Rejected
1683,3.36,300,Yes,Business,2,0,6,2,Completed,Rejected
1684,3.55,325,Yes,Communications,1,7,3,2,In Progress,Accepted
1685,3.7,282,Yes,Business,1,1,10,3,Completed,Rejected
1686,2.97,297,Yes,Information Systems,0,7,10,3,In Progress,Rejected
1687,3.92,307,Yes,Communications,0,8,6,1,Not Started,Rejected
1688,2.58,288,Yes,Information Systems,2,1,4,2,Completed,Accepted
1689,2.73,310,Yes,History,2,7,5,2,Completed,Accepted
1690,3.92,306,Yes,History,0,3,9,1,Not Started,Accepted
1691,2.61,302,Yes,Information Systems,2,2,7,3,Completed,Rejected
1692,3.83,287,Yes,Social Sciences,2,2,4,1,In Progress,Accepted
1693,3.8,272,Yes,History,0,0,8,2,In Progress,Accepted
1694,3.15,295,Yes,Information Systems,5,0,7,2,Completed,Accepted
1695,2.59,317,Yes,History,5,3,3,3,Completed,Accepted
1696,2.82,297,No,Information Systems,3,0,8,1,Not Started,Accepted
1697,2.79,305,Yes,Communications,2,4,8,1,Completed,Accepted
1698,3.84,332,Yes,Language,5,0,9,1,Completed,Rejected
1699,2.98,323,Yes,History,0,8,4,1,In Progress,Rejected
1700,3.58,300,Yes,Business,2,2,7,3,In Progress,Accepted
1701,3.49,343,Yes,Social Sciences,2,0,6,2,Completed,Accepted
1702,3.72,299,Yes,Social Sciences,2,0,6,2,Completed,Rejected
1703,3.72,291,Yes,Engineering,5,0,10,1,In Progress,Accepted
1704,2.93,315,Yes,Social Sciences,0,0,9,3,In Progress,Accepted
1705,2.95,289,Yes,Business,5,6,4,2,Completed,Accepted
1706,3.02,311,Yes,Information Systems,2,3,8,3,In Progress,Rejected
1707,3.61,319,Yes,Engineering,5,1,7,2,Completed,Rejected
1708,2.5,288,Yes,Business,5,1,6,2,Completed,Accepted
1709,3.04,292,Yes,Business,4,0,3,1,Completed,Accepted
1710,3.27,294,Yes,Business,0,7,3,3,Completed,Rejected
1711,3.09,325,Yes,History,3,0,6,2,In Progress,Accepted
1712,2.66,290,Yes,Communications,2,2,10,2,Completed,Rejected
1713,2.69,314,Yes,History,5,5,4,1,Completed,Rejected
1714,2.91,298,Yes,Engineering,5,1,5,3,Not Started,Accepted
1715,2.67,311,Yes,Social Sciences,2,3,6,3,Completed,Rejected
1716,2.83,281,Yes,Social Sciences,4,6,7,1,In Progress,Accepted
1717,2.58,272,Yes,Arts,3,6,4,1,Completed,Accepted
1718,2.79,282,Yes,Social Sciences,1,2,10,3,Completed,Accepted
1719,2.51,317,Yes,Life Sciences,5,3,3,3,Completed,Accepted
1720,3.63,296,Yes,Business,4,1,9,3,In Progress,Accepted
1721,2.97,307,Yes,History,0,6,9,2,Completed,Accepted
1722,2.66,274,Yes,Life Sciences,2,5,9,1,In Progress,Accepted
1723,3.62,298,Yes,Information Systems,1,1,4,1,Completed,Rejected
1724,2.72,290,Yes,History,2,7,7,2,Completed,Accepted
1725,3.5,312,Yes,Communications,5,0,8,3,Completed,Accepted
1726,3.04,281,Yes,History,3,5,3,3,Completed,Accepted
1727,2.94,280,Yes,Communications,2,4,3,3,Completed,Rejected
1728,2.86,330,Yes,Social Sciences,0,1,8,2,Completed,Accepted
1729,3.39,307,Yes,Arts,2,7,8,3,Completed,Accepted
1730,3.8,286,Yes,Life Sciences,1,3,5,3,Completed,Rejected
1731,2.98,316,Yes,Communications,2,1,4,1,Completed,Accepted
1732,3.6,305,Yes,Communications,0,4,9,1,Completed,Accepted
1733,3.57,302,Yes,Communications,3,1,7,2,Completed,Accepted
1734,2.99,307,No,Information Systems,4,4,4,1,In Progress,Accepted
1735,2.67,300,Yes,Engineering,2,7,9,3,In Progress,Accepted
1736,3.16,291,Yes,Social Sciences,3,4,6,2,Completed,Accepted
1737,2.69,307,Yes,Communications,1,4,3,3,Completed,Rejected
1738,3.48,300,Yes,Business,0,8,5,3,In Progress,Rejected
1739,3.87,315,Yes,Engineering,4,4,4,1,Completed,Accepted
1740,2.9,318,Yes,Arts,1,2,10,1,Completed,Accepted
1741,2.72,301,Yes,Life Sciences,4,7,6,1,In Progress,Accepted
1742,3.46,300,Yes,Communications,4,5,6,3,Completed,Accepted
1743,3.87,284,Yes,Life Sciences,0,3,4,2,Completed,Accepted
1744,3.23,306,Yes,Business,3,3,4,3,Completed,Accepted
1745,3.92,299,Yes,Language,5,3,5,2,In Progress,Accepted
1746,2.72,344,Yes,Information Systems,1,2,3,3,In Progress,Accepted
1747,3.01,293,Yes,Information Systems,1,5,10,3,Completed,Rejected
1748,3.34,314,Yes,Social Sciences,3,1,4,3,Completed,Rejected
1749,3.24,316,Yes,Information Systems,1,4,4,1,Completed,Accepted
1750,3.15,302,Yes,Communications,1,5,6,1,Completed,Accepted
1751,2.64,320,Yes,History,5,5,10,2,In Progress,Accepted
1752,3.93,293,Yes,Business,2,2,5,2,Not Started,Accepted
1753,2.63,322,Yes,Engineering,5,8,5,1,In Progress,Accepted
1754,3.48,287,Yes,History,5,6,4,3,Completed,Rejected
1755,3.32,316,No,Life Sciences,4,0,7,3,Completed,Accepted
1756,3.11,297,Yes,Life Sciences,4,7,7,2,Completed,Accepted
1757,3.22,278,Yes,Communications,4,2,10,3,Completed,Accepted
1758,3.18,276,Yes,Business,5,5,9,2,Completed,Rejected
1759,2.53,303,Yes,Social Sciences,2,8,5,3,Completed,Accepted
1760,3.24,308,Yes,Information Systems,1,2,6,3,Completed,Rejected
1761,2.89,300,Yes,History,0,7,8,2,In Progress,Accepted
1762,3.86,323,Yes,Social Sciences,5,4,4,1,In Progress,Accepted
1763,2.65,307,Yes,Business,4,7,6,3,Completed,Accepted
1764,2.64,281,Yes,Communications,5,4,3,3,Not Started,Accepted
1765,3.22,312,Yes,Communications,5,3,5,3,In Progress,Accepted
1766,3.93,323,Yes,Social Sciences,0,7,10,2,Completed,Accepted
1767,2.77,279,Yes,History,1,8,10,3,Completed,Accepted
1768,3.97,297,Yes,Business,5,6,8,1,Completed,Accepted
1769,3.38,275,Yes,Life Sciences,3,2,8,1,Completed,Accepted
1770,3.91,306,Yes,Engineering,1,8,5,2,Completed,Accepted
1771,3.28,312,Yes,History,3,6,5,2,Completed,Accepted
1772,2.82,299,No,History,3,3,8,3,Completed,Rejected
1773,3.13,306,Yes,Business,3,8,10,3,Completed,Accepted
1774,3.98,296,Yes,Business,0,7,4,1,Not Started,Rejected
1775,3.66,298,Yes,Engineering,0,5,4,2,Completed,Rejected
1776,3.34,282,Yes,Business,5,6,6,3,In Progress,Accepted
1777,3.95,268,Yes,Business,1,8,10,1,Completed,Accepted
1778,2.89,303,Yes,Social Sciences,1,6,10,1,Completed,Rejected
1779,3.91,299,Yes,Social Sciences,2,1,8,2,Completed,Rejected
1780,2.56,302,No,Social Sciences,1,8,8,1,In Progress,Accepted
1781,3.46,299,Yes,Life Sciences,4,0,7,3,Completed,Accepted
1782,3.69,308,Yes,Information Systems,1,2,6,2,Completed,Accepted
1783,2.55,318,Yes,Life Sciences,4,2,6,2,In Progress,Accepted
1784,3.84,275,Yes,Business,4,1,3,3,Completed,Accepted
1785,2.54,303,Yes,Social Sciences,2,2,6,1,Completed,Rejected
1786,3.2,306,Yes,Life Sciences,0,8,3,3,In Progress,Rejected
1787,3.25,284,Yes,Business,3,4,5,1,Completed,Accepted
1788,3.13,292,Yes,Business,2,5,6,1,Completed,Rejected
1789,3.82,297,Yes,Communications,3,1,8,1,Completed,Accepted
1790,3.91,293,No,Business,3,7,10,3,In Progress,Accepted
1791,3.33,308,Yes,Social Sciences,4,8,9,1,Completed,Accepted
1792,3.88,290,Yes,History,0,8,10,2,Completed,Accepted
1793,2.76,309,Yes,Communications,2,4,3,1,Completed,Rejected
1794,3.44,292,Yes,Social Sciences,4,0,10,2,Completed,Rejected
1795,3.61,288,Yes,Business,3,4,10,2,In Progress,Accepted
1796,2.67,267,No,Business,0,4,8,2,Completed,Accepted
1797,3.86,323,Yes,Arts,4,6,4,1,In Progress,Accepted
1798,3.7,300,No,Information Systems,5,8,4,2,Completed,Accepted
1799,3.36,336,Yes,Social Sciences,0,8,4,2,Not Started,Accepted
1800,3.07,280,Yes,Social Sciences,1,2,4,3,Completed,Rejected
1801,3.77,310,Yes,History,4,4,8,1,Completed,Rejected
1802,3.78,320,No,Information Systems,2,8,3,1,Completed,Accepted
1803,2.77,288,Yes,Social Sciences,3,7,7,2,Completed,Accepted
1804,2.57,321,Yes,Social Sciences,5,2,9,3,In Progress,Accepted
1805,3.27,285,Yes,Communications,5,7,7,1,Completed,Accepted
1806,2.65,286,Yes,Life Sciences,2,0,10,3,In Progress,Accepted
1807,2.82,309,Yes,Social Sciences,1,3,4,3,Completed,Accepted
1808,2.91,314,Yes,Social Sciences,0,7,9,3,Completed,Rejected
1809,3.77,289,Yes,Social Sciences,1,4,5,3,In Progress,Accepted
1810,2.78,299,Yes,Business,0,4,3,1,In Progress,Accepted
1811,3.8,300,Yes,Business,3,2,7,1,Completed,Accepted
1812,3.41,285,No,Social Sciences,0,5,7,1,In Progress,Accepted
1813,3.94,291,Yes,Social Sciences,2,3,3,1,Completed,Accepted
1814,2.94,294,Yes,Information Systems,0,7,4,1,In Progress,Accepted
1815,3.06,312,No,Social Sciences,4,3,6,2,Completed,Accepted
1816,2.7,270,Yes,Engineering,4,6,7,1,Completed,Accepted
1817,2.67,291,Yes,Social Sciences,0,6,3,2,In Progress,Accepted
1818,3.07,309,Yes,Social Sciences,5,1,7,1,Completed,Rejected
1819,2.87,309,Yes,Social Sciences,3,3,8,1,Completed,Accepted
1820,2.57,305,Yes,Engineering,2,2,10,1,Completed,Accepted
1821,2.67,306,Yes,Information Systems,3,5,6,3,In Progress,Accepted
1822,3.29,296,Yes,Life Sciences,1,4,8,3,In Progress,Accepted
1823,3.23,309,Yes,Business,3,5,5,3,Completed,Accepted
1824,2.69,287,Yes,History,4,4,4,2,Completed,Rejected
1825,2.94,298,Yes,Life Sciences,2,8,7,3,Not Started,Rejected
1826,3.9,309,Yes,Information Systems,4,2,7,1,In Progress,Accepted
1827,3.1,284,Yes,Information Systems,0,6,5,2,Completed,Accepted
1828,2.68,293,Yes,Engineering,5,2,4,1,In Progress,Accepted
1829,3.08,271,Yes,History,1,5,7,3,In Progress,Accepted
1830,3.1,304,Yes,Language,3,4,8,2,Completed,Accepted
1831,3.48,303,Yes,Life Sciences,5,7,9,3,Completed,Accepted
1832,3.14,281,No,Social Sciences,0,3,10,1,Not Started,Accepted
1833,3.74,310,Yes,Information Systems,3,7,9,2,In Progress,Accepted
1834,2.95,293,Yes,Business,5,2,9,2,In Progress,Accepted
1835,3.79,290,Yes,History,3,6,4,1,Completed,Accepted
1836,3.82,305,Yes,Business,4,3,9,3,Completed,Accepted
1837,3.49,278,Yes,History,2,4,3,2,Completed,Rejected
1838,3.12,302,Yes,Arts,3,3,4,3,Completed,Accepted
1839,3.88,330,Yes,Business,1,3,3,3,Not Started,Accepted
1840,3.97,295,No,Arts,0,7,6,2,Completed,Rejected
1841,3.58,275,Yes,Information Systems,4,6,9,3,Completed,Rejected
1842,2.53,307,Yes,Communications,3,1,7,3,Completed,Accepted
1843,3.05,298,Yes,Social Sciences,4,5,9,3,Completed,Accepted
1844,3.45,284,No,Communications,1,2,6,1,Completed,Accepted
1845,2.69,313,Yes,Arts,0,4,6,3,Completed,Accepted
1846,2.5,283,Yes,Social Sciences,3,8,8,3,Completed,Accepted
1847,3.71,305,No,Information Systems,1,4,3,1,Completed,Accepted
1848,2.61,304,Yes,Information Systems,4,5,8,2,In Progress,Rejected
1849,3.75,292,Yes,Communications,2,6,3,1,Not Started,Accepted
1850,3.14,312,Yes,Engineering,5,0,10,3,Not Started,Rejected
1851,3.88,295,Yes,Language,1,7,3,1,Completed,Accepted
1852,2.58,296,Yes,Information Systems,3,4,6,1,Completed,Accepted
1853,3.44,316,Yes,Life Sciences,0,1,4,1,Not Started,Rejected
1854,3.3,287,Yes,Information Systems,5,4,5,2,In Progress,Accepted
1855,2.76,304,Yes,Social Sciences,5,1,4,1,In Progress,Accepted
1856,3.1,305,Yes,Communications,5,4,3,2,Not Started,Accepted
1857,3.74,351,No,Arts,2,7,3,1,Completed,Rejected
1858,3.07,292,Yes,Social Sciences,5,6,6,3,Not Started,Rejected
1859,2.92,286,Yes,Social Sciences,0,2,3,1,Not Started,Accepted
1860,3.83,289,Yes,Social Sciences,2,7,6,1,Completed,Accepted
1861,3.42,301,Yes,Social Sciences,4,7,6,2,In Progress,Rejected
1862,2.98,294,Yes,Business,0,3,5,3,Not Started,Accepted
1863,2.6,309,No,Life Sciences,0,5,7,3,Completed,Accepted
1864,3.93,326,Yes,Social Sciences,3,6,8,1,In Progress,Accepted
1865,2.55,294,Yes,Communications,3,3,7,2,In Progress,Accepted
1866,3.16,294,Yes,Information Systems,4,1,3,1,In Progress,Accepted
1867,4.0,318,Yes,Information Systems,3,8,4,2,In Progress,Accepted
1868,2.53,277,Yes,Social Sciences,1,4,7,1,In Progress,Accepted
1869,3.04,300,Yes,Social Sciences,2,3,5,2,In Progress,Accepted
1870,3.55,299,Yes,History,0,2,3,2,In Progress,Rejected
1871,2.83,297,Yes,Social Sciences,0,8,5,3,Completed,Accepted
1872,3.03,281,Yes,Communications,4,0,10,2,Completed,Accepted
1873,3.89,311,Yes,Social Sciences,0,6,6,2,In Progress,Accepted
1874,3.67,302,Yes,Life Sciences,3,6,4,2,Completed,Accepted
1875,2.87,288,Yes,History,5,7,6,3,Completed,Rejected
1876,3.31,294,Yes,Communications,1,6,8,1,Completed,Accepted
1877,3.3,304,Yes,Business,0,1,6,1,In Progress,Accepted
1878,3.78,317,Yes,Communications,4,7,3,3,Completed,Accepted
1879,3.79,309,Yes,Social Sciences,5,4,3,2,Completed,Accepted
1880,3.69,292,Yes,Social Sciences,1,1,8,1,Completed,Rejected
1881,2.95,309,Yes,Business,4,6,6,1,Completed,Accepted
1882,3.03,283,Yes,History,2,7,6,3,Not Started,Rejected
1883,3.5,301,Yes,Business,5,4,4,3,Not Started,Accepted
1884,3.5,313,Yes,Life Sciences,0,1,10,3,Completed,Accepted
1885,2.98,311,Yes,Social Sciences,4,8,3,2,Completed,Rejected
1886,3.32,285,Yes,Business,4,7,9,3,Completed,Accepted
1887,3.03,286,Yes,Engineering,1,6,10,2,In Progress,Accepted
1888,3.05,309,Yes,Life Sciences,1,8,6,3,In Progress,Rejected
1889,3.03,307,Yes,Business,3,7,7,3,In Progress,Accepted
1890,2.76,292,Yes,Business,0,5,8,2,Not Started,Accepted
1891,3.77,280,Yes,Communications,5,2,3,1,Completed,Rejected
1892,2.71,330,Yes,Information Systems,0,0,7,3,Completed,Accepted
1893,3.68,285,Yes,Business,4,4,5,1,Completed,Accepted
1894,2.54,286,Yes,Arts,0,7,9,1,In Progress,Rejected
1895,2.79,322,Yes,Social Sciences,3,5,8,3,Completed,Accepted
1896,2.98,291,Yes,Social Sciences,2,8,8,3,Not Started,Accepted
1897,2.79,275,Yes,Social Sciences,5,0,7,3,In Progress,Rejected
1898,3.49,300,Yes,Arts,2,5,4,3,Completed,Rejected
1899,3.62,312,No,Life Sciences,0,4,10,3,Completed,Accepted
1900,2.81,309,Yes,Social Sciences,1,7,7,2,In Progress,Accepted
1901,2.62,296,No,Engineering,2,5,4,1,Completed,Accepted
1902,2.78,312,Yes,Life Sciences,1,6,9,2,In Progress,Rejected
1903,3.54,295,Yes,Life Sciences,1,4,9,3,In Progress,Rejected
1904,3.97,278,No,Communications,3,8,10,1,Not Started,Accepted
1905,3.59,297,No,Information Systems,2,4,7,1,In Progress,Accepted
1906,2.8,293,Yes,Social Sciences,2,5,10,2,Completed,Rejected
1907,2.81,303,No,Life Sciences,4,7,3,2,Not Started,Accepted
1908,3.65,306,Yes,Social Sciences,1,2,6,3,In Progress,Accepted
1909,3.7,289,Yes,Social Sciences,5,1,5,1,Completed,Accepted
1910,2.59,313,Yes,Communications,2,2,7,3,Completed,Accepted
1911,3.71,327,Yes,Business,4,6,6,1,In Progress,Accepted
1912,3.67,279,Yes,Social Sciences,0,3,4,1,Completed,Accepted
1913,2.95,277,Yes,Social Sciences,4,5,5,1,Completed,Rejected
1914,3.14,314,Yes,Life Sciences,0,8,4,3,Completed,Rejected
1915,3.66,305,Yes,Life Sciences,4,3,10,2,In Progress,Accepted
1916,2.5,309,Yes,Information Systems,4,2,10,3,In Progress,Accepted
1917,3.16,311,Yes,History,2,0,4,1,In Progress,Rejected
1918,2.97,306,Yes,Arts,3,1,7,2,In Progress,Accepted
1919,2.69,286,No,Social Sciences,5,8,6,1,In Progress,Accepted
1920,3.34,289,No,Social Sciences,3,0,8,2,In Progress,Rejected
1921,2.81,318,Yes,Social Sciences,2,6,10,1,Completed,Accepted
1922,2.91,315,Yes,Social Sciences,0,1,7,1,Completed,Accepted
1923,3.33,292,Yes,Life Sciences,3,3,7,3,Not Started,Accepted
1924,3.5,288,No,Life Sciences,5,7,8,2,Completed,Accepted
1925,3.64,282,Yes,Business,4,7,4,2,Completed,Accepted
1926,3.84,323,Yes,Communications,4,1,9,2,Completed,Accepted
1927,3.72,324,Yes,Life Sciences,5,8,7,2,In Progress,Accepted
1928,3.61,311,Yes,Business,5,0,10,1,Completed,Accepted
1929,3.07,311,Yes,Information Systems,4,5,4,3,In Progress,Rejected
1930,3.82,300,Yes,Social Sciences,0,5,8,3,Completed,Accepted
1931,2.87,291,Yes,Social Sciences,2,1,9,1,In Progress,Accepted
1932,3.94,313,Yes,Life Sciences,1,6,3,3,Completed,Accepted
1933,3.4,301,Yes,Communications,5,1,8,2,Completed,Accepted
1934,2.94,289,No,Information Systems,4,5,10,3,Not Started,Accepted
1935,2.83,274,Yes,Social Sciences,2,6,7,3,In Progress,Accepted
1936,2.93,329,Yes,Language,3,8,10,1,Completed,Accepted
1937,2.58,287,Yes,History,1,6,10,2,Completed,Accepted
1938,3.94,287,Yes,History,2,8,4,1,Completed,Accepted
1939,3.54,288,No,Social Sciences,2,7,8,1,In Progress,Accepted
1940,3.79,288,Yes,Information Systems,3,2,10,1,Completed,Rejected
1941,3.19,284,No,Life Sciences,1,7,10,1,Completed,Accepted
1942,3.26,323,Yes,Arts,5,8,5,2,Completed,Rejected
1943,2.71,295,Yes,Information Systems,0,7,8,2,In Progress,Accepted
1944,2.68,320,Yes,Information Systems,5,1,3,2,In Progress,Rejected
1945,2.55,295,Yes,Communications,3,8,7,2,In Progress,Rejected
1946,2.9,315,Yes,Social Sciences,1,1,5,2,Completed,Rejected
1947,3.97,301,Yes,Social Sciences,2,0,3,3,Completed,Accepted
1948,2.83,340,Yes,Social Sciences,1,5,10,2,Completed,Rejected
1949,3.5,251,Yes,Life Sciences,4,8,5,2,Completed,Rejected
1950,3.49,278,Yes,Social Sciences,4,7,10,3,Completed,Rejected
1951,3.58,290,Yes,Business,2,8,7,1,In Progress,Accepted
1952,2.58,291,Yes,History,0,4,4,1,Completed,Accepted
1953,2.71,281,Yes,Business,2,0,4,2,In Progress,Accepted
1954,3.79,313,Yes,Social Sciences,2,1,10,1,Completed,Rejected
1955,3.67,310,Yes,Communications,2,4,8,1,Completed,Accepted
1956,3.37,284,Yes,Engineering,1,2,4,3,Completed,Accepted
1957,2.76,310,Yes,Business,1,2,4,1,In Progress,Rejected
1958,3.85,308,Yes,Business,1,5,4,2,Not Started,Accepted
1959,2.68,307,Yes,Life Sciences,5,0,5,3,Completed,Accepted
1960,3.85,332,Yes,Business,2,4,8,1,In Progress,Accepted
1961,2.83,306,Yes,Information Systems,1,3,4,3,In Progress,Accepted
1962,3.32,316,Yes,History,2,4,7,2,Completed,Accepted
1963,3.52,303,Yes,Information Systems,2,4,9,2,In Progress,Rejected
1964,2.95,283,Yes,Business,3,5,8,2,In Progress,Rejected
1965,3.45,288,Yes,Social Sciences,3,2,5,1,Completed,Rejected
1966,3.84,290,Yes,Social Sciences,3,4,9,1,In Progress,Accepted
1967,3.71,295,Yes,Business,0,1,9,1,Not Started,Accepted
1968,3.14,299,Yes,Engineering,5,0,9,3,Completed,Rejected
1969,2.69,294,Yes,Life Sciences,0,7,4,2,Completed,Accepted
1970,3.3,284,Yes,Communications,0,6,4,2,Completed,Accepted
1971,3.69,307,Yes,History,0,1,4,2,In Progress,Rejected
1972,3.49,322,Yes,Business,4,0,5,2,In Progress,Accepted
1973,2.69,292,Yes,Social Sciences,3,6,5,3,In Progress,Rejected
1974,3.01,291,Yes,Communications,5,1,9,2,In Progress,Accepted
1975,3.43,311,Yes,History,0,1,4,2,Completed,Accepted
1976,3.11,295,Yes,Social Sciences,3,8,9,3,Completed,Accepted
1977,3.36,304,No,Information Systems,0,1,7,3,In Progress,Rejected
1978,3.11,313,No,Life Sciences,5,7,7,2,Completed,Accepted
1979,2.55,267,Yes,Life Sciences,1,5,7,3,In Progress,Accepted
1980,2.82,300,Yes,Language,3,0,5,1,Completed,Accepted
1981,3.72,317,Yes,Business,1,6,8,1,Completed,Accepted
1982,3.37,278,Yes,Social Sciences,0,4,10,2,In Progress,Accepted
