id,gender,age,annual_income,spending_score,perf_shop_meth,member_level
8796,Male,56,64987.45,68,InStore,silver
8797,Female,70,367.94,44,Online,silver
8798,Genderfluid,42,27318.6,79,Online,none
8799,Female,32,43923.88,36,Online,gold
8800,Genderqueer,82,22854.13,73,Online,none
8801,Female,65,20919.27,93,InStore,none
8802,Male,64,66148.56,91,Online,silver
8803,Female,69,17881.34,46,InStore,gold
8804,Male,28,26666.04,39,Online,gold
8805,Male,26,-6223.73,44,InStore,platinum
8806,Male,24,109140.72,43,BOPS,none
8807,Male,50,44576.55,80,InStore,none
8808,Male,26,88086.05,46,Online,silver
8809,Male,80,66002.14,47,Online,silver
8810,Male,70,28775.15,53,InStore,silver
8811,Female,74,18755.14,78,InStore,silver
8812,Female,18,51861.95,75,InStore,silver
8813,Female,26,60265.58,73,InStore,gold
8814,Male,71,64723.26,36,Online,silver
8815,Male,27,86188.95,83,InStore,none
8816,Female,71,66365.13,84,InStore,platinum
8817,Genderfluid,39,50317.97,82,InStore,none
8818,Bigender,44,61301.6,53,Online,silver
8819,Male,48,23990.45,73,InStore,none
8820,Female,34,57062.22,68,InStore,gold
8821,Female,69,41931.8,94,Online,silver
8822,Female,35,65424.34,85,Online,none
8823,Female,32,35609.34,87,InStore,none
8824,Genderqueer,81,35715.26,65,BOPS,none
8825,Male,71,92960.68,40,InStore,none
8826,Female,37,27572.04,56,InStore,none
8827,Male,52,33904.24,73,InStore,none
8828,Female,69,69648.73,47,InStore,none
8829,Female,48,66142.23,79,Online,none
8830,Agender,36,52313.63,69,BOPS,silver
8831,Female,22,71268.5,87,InStore,silver
8832,Female,82,36944.72,67,InStore,silver
8833,Male,34,45725.97,46,InStore,none
8834,Male,27,83578.61,54,InStore,none
8835,Female,39,96964.35,70,InStore,silver
8836,Female,30,49757.63,84,InStore,silver
8837,Male,82,29549.53,78,InStore,none
8838,Male,42,7311.92,59,InStore,platinum
8839,Female,53,37309.6,79,Online,silver
8840,Male,63,34749.24,57,InStore,gold
8841,Male,28,65435.32,56,InStore,silver
8842,Female,52,83971.82,57,InStore,none
8843,Female,35,48646.34,57,InStore,none
8844,Male,45,90436.44,52,InStore,silver
8845,Female,53,34621.11,86,InStore,none
8846,Male,64,62752.15,58,InStore,none
8847,Male,29,71303.04,40,Online,none
8848,Female,41,50076.98,52,Online,silver
8849,Male,59,54749.5,43,Online,gold
8850,Female,33,94334.18,79,InStore,silver
8851,Male,56,97654.5,52,Online,silver
8852,Male,32,23168.67,58,InStore,none
8853,Female,63,30215.06,83,Online,gold
8854,Male,55,90670.81,83,InStore,none
8855,Male,73,98663.6,57,Online,none
8856,Female,58,26084.95,69,InStore,none
8857,Male,25,55144,67,Online,gold
8858,Male,24,31113.21,67,InStore,none
8859,Female,49,77595.47,88,InStore,none
8860,Male,83,46858.66,47,InStore,gold
8861,Female,65,103382.87,70,InStore,none
8862,Female,40,62045.48,56,InStore,silver
8863,Female,79,86322.46,52,InStore,silver
8864,Male,61,38722.33,76,InStore,none
8865,Female,26,41697.15,42,InStore,none
8866,Female,25,65493.46,68,InStore,gold
8867,Agender,60,85768.7,66,Online,none
8868,Female,59,84315.3,61,InStore,none
8869,Female,21,36135.94,48,BOPS,silver
8870,Male,19,72142.61,39,BOPS,none
8871,Female,71,58106.35,81,InStore,none
8872,Female,31,46362.95,77,Online,none
8873,Female,66,51414.38,44,InStore,platinum
8874,Genderqueer,82,41660.36,85,InStore,none
8875,Polygender,83,32912.59,70,Online,none
8876,Male,23,79614.33,58,InStore,silver
8877,Female,78,78056.15,42,InStore,none
8878,Genderfluid,83,11563.61,63,Online,none
8879,Male,49,68580.63,59,Online,none
8880,Female,36,37847.26,88,Online,none
8881,Male,83,27575.6,59,InStore,none
8882,Male,21,65325.57,86,InStore,none
8883,Male,36,41661.73,62,Online,none
8884,Female,37,750.3,46,InStore,none
8885,Male,30,44643.05,79,Online,none
8886,Female,26,75933.57,63,Online,none
8887,Male,64,64009.69,77,BOPS,gold
8888,Female,29,64404.56,64,InStore,gold
8889,Female,77,77415.49,73,Online,silver
8890,Male,30,31753.76,72,InStore,silver
8891,Male,56,36689.13,35,Online,none
8892,Male,28,56207.65,80,InStore,none
8893,Male,44,56825.05,71,InStore,gold
8894,Male,27,74063.01,85,InStore,silver
8895,Female,68,93129.4,41,InStore,none
8896,Female,42,26936.35,90,InStore,none
8897,Male,23,43477.74,72,InStore,none
8898,Female,64,76797.54,92,Online,silver
8899,Female,21,84959.98,75,Online,none
8900,Male,81,67753.06,45,Online,none
8901,Female,57,73236.81,62,InStore,silver
8902,Bigender,74,96421.2,88,BOPS,none
8903,Male,27,11360.43,65,Online,silver
8904,Male,33,45469.65,44,InStore,none
8905,Male,53,22509.54,69,InStore,none
8906,Female,65,27539.46,83,Online,silver
8907,Female,42,34726.62,83,InStore,none
8908,Male,60,75118.55,52,BOPS,silver
8909,Male,24,78716.49,48,InStore,none
8910,Male,42,88889.39,67,BOPS,gold
8911,Male,18,105523.87,94,Online,none
8912,Male,54,46867.76,58,InStore,silver
8913,Female,27,30859.39,39,InStore,none
8914,Female,43,60478.13,65,InStore,none
8915,Female,62,44511.2,58,Online,none
8916,Male,60,44682.69,51,Online,silver
8917,Male,72,73180.8,67,Online,none
8918,Female,46,43180.86,89,Online,silver
8919,Female,26,5251.19,54,InStore,none
8920,Male,19,60272.69,46,InStore,silver
8921,Female,43,59265.47,74,Online,none
8922,Male,81,59388.99,54,InStore,none
8923,Male,47,60962.83,80,InStore,none
8924,Female,83,25875.25,54,InStore,none
8925,Female,81,75601.76,91,InStore,silver
8926,Female,42,46435.37,86,Online,silver
8927,Male,82,46933.53,36,Online,silver
8928,Male,81,40931.36,89,InStore,gold
8929,Male,42,62800.63,91,InStore,none
8930,Non-binary,59,61573.92,54,InStore,platinum
8931,Female,33,61328.36,58,InStore,none
8932,Male,49,80729.1,83,InStore,none
8933,Bigender,82,75460.4,54,Online,silver
8934,Male,33,25823.39,78,InStore,none
8935,Male,71,68489.81,52,InStore,silver
8936,Female,74,78803.57,93,Online,gold
8937,Female,32,58082.56,85,Online,none
8938,Female,47,95119.31,44,InStore,none
8939,Genderqueer,27,27463.95,46,Online,none
8940,Male,32,1313.68,77,InStore,silver
8941,Male,22,78316.72,40,InStore,silver
8942,Male,29,58806.67,86,InStore,silver
8943,Female,44,56061.73,63,InStore,none
8944,Male,43,4480.13,87,InStore,silver
8945,Female,49,56561.97,78,InStore,none
8946,Female,39,68447.78,88,InStore,none
8947,Polygender,47,32560.07,66,InStore,silver
8948,Female,22,31431.14,90,Online,gold
8949,Female,24,28307.47,81,InStore,gold
8950,Female,83,40976.24,38,InStore,gold
8951,Female,63,78600.6,70,Online,gold
8952,Male,23,64668.49,88,InStore,none
8953,Female,40,33311.65,72,InStore,platinum
8954,Female,29,35875.4,49,Online,gold
8955,Female,28,75765.45,70,InStore,gold
8956,Female,79,42375.24,48,InStore,silver
8957,Male,37,65750.33,71,InStore,none
8958,Male,61,62391.4,48,InStore,none
8959,Female,23,37320.15,89,Online,silver
8960,Male,71,57427.14,52,InStore,none
8961,Male,77,36252.32,76,Online,none
8962,Female,49,96167.65,74,Online,none
8963,Male,46,91192.29,52,BOPS,gold
8964,Male,19,54875.68,44,Online,none
8965,Female,68,73766.15,63,Online,none
8966,Non-binary,81,16388.56,37,InStore,silver
8967,Male,29,51599.57,75,BOPS,none
8968,Male,60,39305.4,89,Online,silver
8969,Female,35,47680.6,57,InStore,silver
8970,Male,65,69537.27,61,Online,none
8971,Male,51,66122.65,94,Online,none
8972,Non-binary,65,67475.72,46,InStore,none
8973,Female,43,84321.36,56,BOPS,silver
8974,Male,48,84663.33,41,BOPS,none
8975,Female,72,39510.86,66,Online,none
8976,Female,83,89373.22,89,Online,none
8977,Female,53,48657.76,74,Online,platinum
8978,Female,81,64821.46,91,InStore,none
8979,Male,27,42637.55,66,BOPS,silver
8980,Male,70,38370.88,78,Online,gold
8981,Male,44,66716.63,59,InStore,silver
8982,Male,31,37802.48,64,Online,none
8983,Bigender,24,80235.14,59,BOPS,none
8984,Male,47,78332.15,35,Online,silver
8985,Male,83,18872.86,41,InStore,none
8986,Male,66,42879.92,58,Online,none
8987,Male,79,62086.93,65,InStore,silver
8988,Female,57,85336.44,57,InStore,silver
8989,Male,22,-11792.39,78,InStore,silver
8990,Male,48,66914.36,44,Online,none
8991,Female,81,76822.03,52,InStore,none
8992,Female,28,63592.58,86,InStore,gold
8993,Male,30,68460.41,72,Online,silver
8994,Male,58,18184.77,45,InStore,none
8995,Male,54,73334.42,40,Online,gold
8996,Male,38,85522.36,38,InStore,none
8997,Female,40,17611.14,55,InStore,none
8998,Female,19,24131.46,51,Online,silver
8999,Bigender,53,55071.8,36,InStore,none
9000,Male,22,41722.48,85,Online,silver
9001,Polygender,55,92580.88,88,InStore,none
9002,Male,19,36768.31,76,InStore,none
9003,Male,40,50069.49,37,Online,none
9004,Female,36,19954.78,65,InStore,silver
9005,Female,56,49520.59,54,InStore,none
9006,Female,25,35152.13,45,Online,silver
9007,Female,39,68399.24,65,InStore,none
9008,Male,70,21929.25,78,InStore,none
9009,Female,49,66820.31,83,InStore,gold
9010,Male,42,55604.9,49,Online,none
9011,Female,80,84442.5,53,Online,silver
9012,Male,50,63013.4,37,Online,none
9013,Male,47,25562.45,89,Online,gold
9014,Female,82,67008.06,77,Online,none
9015,Male,27,47923.48,57,InStore,none
9016,Female,25,23251.12,38,Online,none
9017,Male,30,-3426.15,38,InStore,none
9018,Female,30,56198.34,91,Online,gold
9019,Polygender,40,55997.56,50,InStore,silver
9020,Male,45,94714.83,37,InStore,silver
9021,Male,47,98703.75,51,Online,none
9022,Male,30,36935.44,86,Online,silver
9023,Bigender,23,-16415.27,77,InStore,gold
9024,Female,74,54920.73,72,InStore,none
9025,Female,43,60889.25,93,InStore,platinum
9026,Female,31,30662.52,81,InStore,none
9027,Female,81,50176.66,87,InStore,gold
9028,Agender,64,54948.25,91,Online,gold
9029,Female,51,73021.6,43,InStore,none
9030,Female,29,39638.27,55,InStore,none
9031,Bigender,43,71593.47,58,Online,silver
9032,Male,33,58140.93,81,InStore,none
9033,Genderfluid,44,15941.29,64,InStore,none
9034,Male,62,48897.14,86,InStore,gold
9035,Female,43,106419.4,44,InStore,none
9036,Female,24,73710.22,81,Online,none
9037,Female,31,84124.9,35,InStore,none
9038,Male,40,28271.34,54,Online,silver
9039,Male,43,57293.78,67,Online,none
9040,Female,57,23743.03,90,InStore,silver
9041,Bigender,55,82890.5,52,InStore,none
9042,Male,19,-6741.89,36,InStore,none
9043,Female,51,28844.78,92,Online,gold
9044,Male,29,33757.84,61,Online,none
9045,Male,28,95210.52,81,InStore,platinum
9046,Female,73,39410.18,64,InStore,none
9047,Male,60,29392.64,67,InStore,none
9048,Male,61,50134.77,93,InStore,silver
9049,Male,31,80448.71,67,InStore,none
9050,Non-binary,60,51266.99,84,Online,none
9051,Male,71,69413.63,59,Online,none
9052,Male,41,16486.15,38,InStore,none
9053,Male,53,43712.06,47,Online,none
9054,Female,39,35691.89,60,InStore,silver
9055,Male,38,84917.97,59,InStore,none
9056,Genderqueer,33,50183.09,40,Online,none
9057,Female,19,35679.19,43,InStore,gold
9058,Male,45,27434.95,54,InStore,none
9059,Female,34,96491.64,62,InStore,none
9060,Female,61,46791.58,72,InStore,none
9061,Male,42,47913.72,81,InStore,silver
9062,Bigender,73,63902.32,59,Online,none
9063,Male,45,34363.87,46,InStore,none
9064,Female,65,29571.24,81,InStore,none
9065,Male,83,63997.22,68,Online,none
9066,Male,58,36517.16,37,InStore,silver
9067,Female,34,129155.6,86,InStore,none
9068,Female,48,44717.7,59,Online,platinum
9069,Male,66,19498.9,91,Online,none
9070,Male,70,18057.15,39,InStore,none
9071,Male,40,47656.15,69,InStore,gold
9072,Male,27,41721.43,36,InStore,none
9073,Female,20,54776.79,68,InStore,gold
9074,Female,78,88021.33,80,Online,none
9075,Female,38,69043.75,69,InStore,none
9076,Male,43,63112.62,68,InStore,none
9077,Male,42,50025.74,88,InStore,silver
9078,Male,31,52030.84,83,InStore,none
9079,Female,57,115245.59,45,InStore,gold
9080,Female,43,29128.53,82,InStore,none
9081,Female,81,55965.35,91,Online,none
9082,Female,55,29191.94,39,Online,silver
9083,Female,49,38553.12,59,Online,none
9084,Female,68,34917.03,52,Online,none
9085,Male,56,64603.15,81,InStore,none
9086,Female,29,72283.72,67,Online,none
9087,Female,63,83811.07,40,InStore,none
9088,Female,33,46423.07,86,InStore,gold
9089,Agender,30,5546.28,42,InStore,silver
9090,Male,39,39996.56,56,InStore,none
9091,Genderfluid,27,51493.74,90,Online,none
9092,Female,36,64841.49,35,BOPS,gold
9093,Genderqueer,38,107478.13,48,InStore,silver
9094,Female,43,51338.52,79,InStore,silver
9095,Female,60,22544.39,48,InStore,none
9096,Male,38,69670.46,84,InStore,none
9097,Male,79,60661.41,53,InStore,none
9098,Male,82,62199.86,85,Online,none
9099,Genderqueer,57,84467.05,74,InStore,silver
9100,Male,34,57644.33,62,InStore,none
9101,Male,37,74530.05,43,InStore,gold
9102,Male,57,77255.17,82,Online,gold
9103,Male,25,100776.8,89,Online,silver
9104,Male,30,46447.41,49,InStore,silver
9105,Female,70,57127.48,36,InStore,none
9106,Female,27,-9702.32,51,Online,platinum
9107,Female,47,56454.03,54,InStore,silver
9108,Female,61,72438.14,89,InStore,gold
9109,Male,38,82074.75,81,InStore,silver
9110,Male,40,61084.88,39,InStore,gold
9111,Male,58,56339.82,52,Online,silver
9112,Female,38,34544.97,47,InStore,silver
9113,Male,20,109865.53,64,InStore,silver
9114,Male,50,81386.61,66,Online,silver
9115,Male,43,73065,62,InStore,silver
9116,Agender,73,89377.54,87,InStore,silver
9117,Genderqueer,71,54458.39,55,Online,silver
9118,Male,30,28782.43,51,InStore,none
9119,Male,58,21446.81,45,InStore,silver
9120,Male,75,41727.07,46,InStore,silver
9121,Male,51,36874.12,42,InStore,none
9122,Female,49,55513.22,39,InStore,none
9123,Male,19,82558.82,38,Online,silver
9124,Female,48,44578.43,74,InStore,gold
9125,Polygender,66,49126.21,46,InStore,silver
9126,Female,31,28274.12,84,InStore,none
9127,Female,61,64272.85,38,InStore,none
9128,Male,33,89886.48,58,Online,platinum
9129,Male,72,33243.43,69,InStore,none
9130,Male,22,51609.2,70,InStore,none
9131,Male,70,46814.93,90,InStore,silver
9132,Female,55,55121.04,86,Online,none
9133,Male,25,77477.16,77,InStore,silver
9134,Female,43,38797.9,70,Online,gold
9135,Female,76,108760.59,88,Online,silver
9136,Male,24,52429.68,41,InStore,none
9137,Male,69,23414.2,42,Online,none
9138,Female,41,72251.91,91,InStore,none
9139,Female,83,17896.9,70,InStore,gold
9140,Male,49,-2092.76,88,InStore,gold
9141,Male,41,24091.64,90,Online,gold
9142,Male,47,65624.55,38,InStore,none
9143,Male,37,57561.03,66,Online,platinum
9144,Female,53,23508.99,42,InStore,none
9145,Male,79,37390.93,93,Online,none
9146,Male,20,55129.31,91,InStore,none
9147,Male,83,96099.36,68,InStore,silver
9148,Female,68,57178.21,44,InStore,silver
9149,Male,18,17346.38,81,InStore,silver
9150,Female,65,55188.66,80,InStore,none
9151,Male,38,62090.92,36,InStore,none
9152,Female,49,114666.34,87,InStore,none
9153,Male,75,17188.09,89,Online,none
9154,Female,35,57611.47,36,Online,none
9155,Male,22,37137.96,53,InStore,none
9156,Female,25,60326.47,58,InStore,silver
9157,Agender,83,41891.07,53,InStore,gold
9158,Female,59,32126.1,44,Online,none
9159,Female,48,60480.41,58,BOPS,none
9160,Male,71,105022.02,85,BOPS,none
9161,Male,44,46789.3,65,InStore,none
9162,Female,42,28680.72,64,Online,none
9163,Female,57,31629.65,45,InStore,none
9164,Male,27,57363.92,37,InStore,none
9165,Female,25,57648.48,43,Online,none
9166,Female,57,45835.22,66,Online,silver
9167,Male,26,49148.5,78,InStore,silver
9168,Female,54,83480.66,76,InStore,silver
9169,Male,39,60674.64,71,InStore,none
9170,Male,19,89828.73,48,Online,gold
9171,Female,69,37460.99,64,InStore,none
9172,Male,25,68917.16,90,InStore,silver
9173,Male,58,88104,71,BOPS,none
9174,Female,34,59251.83,70,InStore,none
9175,Female,32,57990.81,62,InStore,gold
9176,Female,33,9305.34,91,Online,none
9177,Male,68,28455.77,80,Online,gold
9178,Female,82,29139.58,42,InStore,gold
9179,Female,61,22654.36,67,InStore,silver
9180,Male,38,35096.73,78,InStore,none
9181,Female,58,94733.91,71,Online,gold
9182,Male,33,78909.24,59,InStore,none
9183,Male,41,49812.26,42,InStore,none
9184,Male,46,83493.7,81,InStore,none
9185,Female,69,48301.93,55,Online,none
9186,Genderqueer,45,65233.54,43,InStore,gold
9187,Male,81,54247.85,81,Online,silver
9188,Female,66,85060.98,89,InStore,none
9189,Genderqueer,82,102475.09,58,InStore,none
9190,Male,24,33095.03,54,InStore,silver
9191,Female,77,68240.12,60,InStore,none
9192,Female,18,64100.25,94,Online,silver
9193,Male,32,80474.47,44,InStore,silver
9194,Female,24,43948.65,76,BOPS,platinum
9195,Male,77,86816.22,66,InStore,platinum
9196,Female,65,81744.65,38,InStore,none
9197,Polygender,78,36390.82,59,Online,gold
9198,Female,77,64328.19,61,InStore,none
9199,Male,79,44672.27,57,InStore,silver
9200,Male,80,53599.97,57,InStore,silver
9201,Genderqueer,69,47260.16,81,InStore,silver
9202,Female,39,26925.79,83,Online,none
9203,Male,28,34320.17,44,InStore,gold
9204,Female,56,69039.47,94,Online,silver
9205,Female,19,56434.93,54,Online,none
9206,Female,18,30055.86,63,InStore,none
9207,Female,35,52721.88,89,Online,none
9208,Female,63,20206.5,64,InStore,platinum
9209,Male,52,80728.56,66,Online,silver
9210,Male,71,95620.98,48,InStore,none
9211,Bigender,52,64310.4,72,Online,gold
9212,Female,46,47829.75,55,InStore,silver
9213,Female,51,14586.98,67,Online,none
9214,Female,55,39646.83,43,InStore,none
9215,Female,30,56190.47,66,InStore,none
9216,Male,38,59970.22,70,InStore,none
9217,Female,45,51433.8,41,Online,none
9218,Male,80,31619.87,90,InStore,none
9219,Female,36,81826.4,40,Online,none
9220,Male,57,59605.31,82,InStore,gold
9221,Female,19,83698.43,78,InStore,silver
9222,Male,56,49768.12,48,InStore,none
9223,Female,65,70464.39,77,InStore,none
9224,Male,40,87195.43,80,Online,silver
9225,Bigender,51,25379.64,38,Online,gold
9226,Genderqueer,79,71608.78,87,Online,silver
9227,Male,79,37825.17,56,InStore,silver
9228,Male,78,43746.7,75,InStore,none
9229,Genderfluid,82,36863.32,91,Online,none
9230,Male,51,46891.05,65,Online,silver
9231,Female,79,21064.49,78,Online,none
9232,Female,78,74482.46,94,InStore,none
9233,Male,60,56542.84,47,InStore,none
9234,Male,32,100347.57,54,Online,silver
9235,Male,62,78078.38,46,InStore,silver
9236,Male,23,45079.98,50,Online,none
9237,Male,52,24680.62,56,InStore,none
9238,Male,20,108371.8,63,BOPS,gold
9239,Agender,61,62459.09,61,InStore,none
9240,Female,82,97974.1,86,Online,silver
9241,Male,68,58409.19,64,InStore,silver
9242,Female,74,47354.95,88,InStore,gold
9243,Female,83,48597.23,39,Online,none
9244,Female,43,68792.71,64,InStore,none
9245,Female,25,30268.38,43,InStore,none
9246,Male,68,63185.12,54,Online,silver
9247,Female,31,21102.01,61,BOPS,none
9248,Female,66,80827.97,94,Online,silver
9249,Male,75,39496.36,36,InStore,silver
9250,Male,23,113362.93,58,Online,silver
9251,Male,66,59585.72,70,Online,none
9252,Male,30,37661.3,74,Online,none
9253,Male,44,23614.53,48,InStore,gold
9254,Male,22,68146.37,35,InStore,none
9255,Female,56,51586.82,72,InStore,gold
